regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
6345370,City,,,Beachburg,"Beachburg, Whitewater Region, Ontario, Canada",553248635740514526
6292481,Point of Interest,,tree,Westmeath Provincial Park,"Westmeath Provincial Park, Whitewater Region, Ontario, Canada",553248635740514526
6291134,Point of Interest,,golf,Hawkesbury Golf and Curling Club,"Hawkesbury Golf and Curling Club, East Hawkesbury, Ontario, Canada",553248635740514621
6294898,Point of Interest,,historic,Maison Macdonell-Williamson House,"Maison Macdonell-Williamson House, East Hawkesbury, Ontario, Canada",553248635740514621
6295175,Point of Interest,,tree,Voyageur Provincial Park,"Voyageur Provincial Park, East Hawkesbury, Ontario, Canada",553248635740514621
3000401741,City,,,Teeswater,"Teeswater, South Bruce, Ontario, Canada",553248635740514689
3000401744,City,,,Mildmay,"Mildmay, South Bruce, Ontario, Canada",553248635740514689
6136635,City,,,Lansdowne,"Lansdowne, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6288968,City,,,Rockport,"Rockport, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6346989,City,,,Ivy Lea,"Ivy Lea, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6358912,City,,,Mallorytown,"Mallorytown, Ontario, Canada",553248635740514696
6213001,Point of Interest,,monument,Thousand Islands Bridge,"Thousand Islands Bridge, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6300360,Point of Interest,,golf,Gananoque Golf and Country Club,"Gananoque Golf and Country Club, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6300470,Point of Interest,,casino,OLG Casino Thousand Islands,"OLG Casino Thousand Islands, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
553248621532865321,Point of Interest,,,Charleston Lake Provincial Park,"Charleston Lake Provincial Park, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
6292464,Train Station,,,Gananoque Station,"Gananoque Station, Leeds and the Thousand Islands, Ontario, Canada",553248635740514696
3000404546,City,,,Belmont,"Belmont, Ontario, Canada",553248635740518582
6291972,Point of Interest,,golf,Parry Sound Golf and Country Club,"Parry Sound Golf and Country Club, McDougall, Ontario, Canada",553248635740514705
6288735,City,,,Coe Hill,"Coe Hill, Wollaston, Ontario, Canada",553248635740514724
6060366,City,,,Port Perry,"Port Perry, Scugog, Ontario, Canada",553248635740514731
3000381764,City,,,Nestleton,"Nestleton, Scugog, Ontario, Canada",553248635740514731
3000444511,City,,,Seagrave,"Seagrave, Scugog, Ontario, Canada",553248635740514731
6156757,Point of Interest,,casino,Great Blue Heron Charity Casino,"Great Blue Heron Charity Casino, Scugog, Ontario, Canada",553248635740514731
553248621532865086,Point of Interest,,,Ocala Winery,"Ocala Winery, Scugog, Ontario, Canada",553248635740514731
3000438459,City,,,Smithville,"Smithville, West Lincoln, Ontario, Canada",553248635740514781
6049575,City,,,Lakefield,"Lakefield, Selwyn, Ontario, Canada",553248635740514797
6288796,City,,,Ennismore,"Ennismore, Kawartha Lakes, Ontario, Canada",553248635740514797
6288843,City,,,Gannon Village,"Gannon Village, Ontario, Canada",553248635740514797
6344997,City,,,Deer Bay,"Deer Bay, Trent Lakes, Ontario, Canada",553248635740514797
3000395577,City,,,Youngs Point,"Youngs Point, Ontario, Canada",553248635740514797
3000448367,City,,,Bridgenorth,"Bridgenorth, Selwyn, Ontario, Canada",553248635740514797
6341640,Neighborhood,,,Curve Lake,"Curve Lake, Ontario, Canada",553248635740514797
6346644,Point of Interest,,tree,Lake Chemong,"Lake Chemong, Lakefield, Ontario, Canada",553248635740514797
553248621532865227,Point of Interest,,,Wild Water & Wheels,"Wild Water & Wheels, Selwyn, Ontario, Canada",553248635740514797
553248621532865234,Point of Interest,,,Bayside Boutique & Gallery,"Bayside Boutique & Gallery, Selwyn, Ontario, Canada",553248635740514797
3000412546,City,,,Erinsville,"Erinsville, Stone Mills, Ontario, Canada",553248635740514934
3000412547,City,,,Tamworth,"Tamworth, Stone Mills, Ontario, Canada",553248635740514934
3000412548,City,,,Yarker,"Yarker, Stone Mills, Ontario, Canada",553248635740514934
553248621532865309,Point of Interest,,,SpindleTree Gardens,"SpindleTree Gardens, Stone Mills, Ontario, Canada",553248635740514934
553248621576636475,Point of Interest,,,Puzzle Lake Provincial Park,"Puzzle Lake Provincial Park, Stone Mills, Ontario, Canada",553248635740514934
6343254,City,,,Golden Lake,"Golden Lake, North Algona Wilberforce, Ontario, Canada",553248635740515938
6291124,Point of Interest,,tree,Bonnechere Caves,"Bonnechere Caves, North Algona Wilberforce, Ontario, Canada",553248635740515938
6297817,Point of Interest,,museums,Forest Fire Prevention History Interpretation Center,"Forest Fire Prevention History Interpretation Center, Quebec, Canada",553248635740516798
6348224,City,,,Strathroy,"Strathroy, Ontario, Canada",553248635740517173
3000424368,City,,,Mount Brydges,"Mount Brydges, Strathroy-Caradoc, Ontario, Canada",553248635740517173
4114,City,,,Webequie,"Webequie, Webequie Indian Reserve, Ontario, Unorganized Kenora District, Canada",553248635740518459
181886,City,,,Kimberley,"Kimberley, Grey Highlands, Ontario, Canada",553248635740518470
6128908,City,,,Flesherton,"Flesherton, Grey Highlands, Ontario, Canada",553248635740518470
3000412519,City,,,Feversham,"Feversham, Grey Highlands, Ontario, Canada",553248635740518470
3000432525,City,,,Priceville,"Priceville, Ontario, Canada",553248635740518470
553248635939589292,Point of Interest,,,Beaver Valley Ski Club,"Beaver Valley Ski Club, Grey Highlands, Ontario, Canada",553248635740518470
553248635939590171,Point of Interest,,regional,Eugenia Lake,"Eugenia Lake, Grey Highlands, Ontario, Canada",553248635740518470
553248635939590345,Point of Interest,,,Old Baldy Conservation Area,"Old Baldy Conservation Area, Grey Highlands, Ontario, Canada",553248635740518470
6336302,City,,,Clinton,"Clinton, Ontario, Canada",553248635740518544
3000443135,City,,,Auburn,"Auburn, Ontario, Canada",553248635740518544
553248634270658454,Point of Interest,,,Windmill Lake Wake & Eco Park,"Windmill Lake Wake & Eco Park, Central Huron, Ontario, Canada",553248635740518544
6288921,City,,,Malone,"Malone, Ontario, Canada",553248635740518563
6288924,City,,,Marmora,"Marmora, Ontario, Canada",553248635740518563
181900,City,,,Port Stanley,"Port Stanley, Central Elgin, Ontario, Canada",553248635740518582
3000380926,City,,,Sparta,"Sparta, Central Elgin, Ontario, Canada",553248635740518582
553248621532864712,Point of Interest,,,Moore Water Gardens,"Moore Water Gardens, Central Elgin, Ontario, Canada",553248635740518582
553248621532864714,Point of Interest,,,Winter Wheat,"Winter Wheat, Central Elgin, Ontario, Canada",553248635740518582
553248621554117998,Point of Interest,,,Quai Du Vin Estate Winery,"Quai Du Vin Estate Winery, Central Elgin, Ontario, Canada",553248635740518582
553248621554118000,Point of Interest,,,Elgin County Museum,"Elgin County Museum, Central Elgin, Ontario, Canada",553248635740518582
553248621564886265,Point of Interest,,regional,Port Stanley Main Beach,"Port Stanley Main Beach, Central Elgin, Ontario, Canada",553248635740518582
553248621564886266,Point of Interest,,regional,Port Stanley Little Beach,"Port Stanley Little Beach, Central Elgin, Ontario, Canada",553248635740518582
3950,City,,,Geraldton,"Geraldton, Greenstone, Ontario, Canada",553248635740518606
3000386978,City,,,Longlac,"Longlac, Ontario, Canada",553248635740518606
553248623278236008,Point of Interest,,,MacLoed Provincial Park,"MacLoed Provincial Park, Greenstone, Ontario, Canada",553248635740518606
553248623278236016,Point of Interest,,,Phillips Lake,"Phillips Lake, Greenstone, Ontario, Canada",553248635740518606
553248634254344573,Point of Interest,,,Kenogamisis Golf Course,"Kenogamisis Golf Course, Greenstone, Ontario, Canada",553248635740518606
6085065,City,,,Calabogie,"Calabogie, Greater Madawaska, Ontario, Canada",553248635740518638
6292375,Point of Interest,,stadium,Calabogie Motorsports Park,"Calabogie Motorsports Park, Greater Madawaska, Ontario, Canada",553248635740518638
6157900,City,,,Angus,"Angus, Essa, Ontario, Canada",553248635740518697
6227494,City,,,Borden,"Borden, Ontario, Canada",553248635740518697
3000383818,City,,,Egbert,"Egbert, Essa, Ontario, Canada",553248635740518697
3000395933,City,,,Thornton,"Thornton, Ontario, Canada",553248635740518697
6174997,Point of Interest,,golf,Tangle Creek Golf Club,"Tangle Creek Golf Club, Essa, Ontario, Canada",553248635740518697
6340983,City,,,Bradford,"Bradford, Bradford West Gwillimbury, Ontario, Canada",553248635740518737
553248621532865113,Point of Interest,,,Holland Marsh,"Holland Marsh, Bradford West Gwillimbury, Ontario, Canada",553248635740518737
6296903,City,,,Chalk River,"Chalk River, Ontario, Canada",553248635740518838
553248621532864645,Point of Interest,,,Kitchen Creek Golf & Country Club,"Kitchen Creek Golf & Country Club, Alberton, Ontario, Canada",553248635740518930
6352556,City,,,Kaladar,"Kaladar, Addington Highlands, Ontario, Canada",553248635740518957
3000393636,City,,,Northbrook,"Northbrook, Addington Highlands, Ontario, Canada",553248635740518957
3000393649,City,,,Denbigh,"Denbigh, Addington Highlands, Ontario, Canada",553248635740518957
3000412543,City,,,Weslemkoon,"Weslemkoon, Addington Highlands, Ontario, Canada",553248635740518957
3000441899,City,,,Maberly,"Maberly, Tay Valley, Ontario, Canada",553248635740518970
553248621562269009,Point of Interest,,,Murphys Point Provincial Park,"Murphys Point Provincial Park, Tay Valley, Ontario, Canada",553248635740518970
553248621532865388,Point of Interest,,,The Ridge Golf Club,"The Ridge Golf Club, Ontario, Canada",553248635740518999
553248621558141392,Point of Interest,,,Thunder Bay Observatory,"Thunder Bay Observatory, Neebing, Ontario, Canada",553248635740519116
553248621558144209,Point of Interest,,,Pigeon River Provincial Park,"Pigeon River Provincial Park, Neebing, Ontario, Canada",553248635740519116
6288737,City,,,Creemore,"Creemore, Clearview, Ontario, Canada",553248635740519130
6288777,City,,,Duntroon,"Duntroon, Clearview, Ontario, Canada",553248635740519130
6288952,City,,neighbor,Nottawa,"Nottawa, Clearview, Ontario, Canada",553248635740519130
6289251,City,,,Stayner,"Stayner, Clearview, Ontario, Canada",553248635740519130
6341752,City,,,Glencairn,"Glencairn, Ontario, Canada",553248635740519130
3000365904,City,,,Singhampton,"Singhampton, Ontario, Canada",553248635740519130
3000469281,City,,,New Lowell,"New Lowell, Clearview, Ontario, Canada",553248635740519130
553248621532864942,Point of Interest,,,Eugenia Falls Conservation Area,"Eugenia Falls Conservation Area, Clearview, Ontario, Canada",553248635740519130
553248621562268637,Point of Interest,,,Fernwood Farms and Market,"Fernwood Farms and Market, Clearview, Ontario, Canada",553248635740519130
181868,City,,,Buckhorn,"Buckhorn, Trent Lakes, Ontario, Canada",553248635740519188
6296827,City,,,Burleigh Falls,"Burleigh Falls, Ontario, Canada",553248635740519188
6346735,City,,,Catchacoma,"Catchacoma, Trent Lakes, Ontario, Canada",553248635740519188
6347811,City,,,Lakehurst,"Lakehurst, Trent Lakes, Ontario, Canada",553248635740519188
6346723,Point of Interest,,tree,Buckhorn Lake,"Buckhorn Lake, Ontario, Canada",553248635740519188
553248621562268859,Point of Interest,,,Kawartha Country Wines,"Kawartha Country Wines, Trent Lakes, Ontario, Canada",553248635740519188
3000468207,City,,,Alvinston,"Alvinston, Brooke-Alvinston, Ontario, Canada",553248635740519282
6288966,City,,,Port McNicoll,"Port McNicoll, Tay, Ontario, Canada",553248635740519318
6344822,City,,,Victoria Harbour,"Victoria Harbour, Tay, Ontario, Canada",553248635740519318
3000466282,City,,,Waubaushene,"Waubaushene, Ontario, Canada",553248635740519318
3000436851,City,,,Springfield,"Springfield, Malahide, Ontario, Canada",553248635740519483
3000375557,City,,,Minesing,"Minesing, Springwater, Ontario, Canada",553248635740519504
6189022,Point of Interest,,icecream,Elmvale Jungle Zoo,"Elmvale Jungle Zoo, Springwater, Ontario, Canada",553248635740519504
6226503,Point of Interest,,skiing,Snow Valley Ski Resort,"Snow Valley Ski Resort, Springwater, Ontario, Canada",553248635740519504
6226532,Point of Interest,,civic,Barrie Community Sports Complex,"Barrie Community Sports Complex, Springwater, Ontario, Canada",553248635740519504
6226544,Point of Interest,,museums,Simcoe County Museum,"Simcoe County Museum, Springwater, Ontario, Canada",553248635740519504
553248621532865090,Point of Interest,,,Historic Fort Willow,"Historic Fort Willow, Springwater, Ontario, Canada",553248635740519504
553248621532865094,Point of Interest,,,Ski Snow Valley Barrie,"Ski Snow Valley Barrie, Springwater, Ontario, Canada",553248635740519504
553248621532865096,Point of Interest,,,Wasaga Beach Paintball,"Wasaga Beach Paintball, Springwater, Ontario, Canada",553248635740519504
553248621532865101,Point of Interest,,,Range Landing Golf Practice Facility,"Range Landing Golf Practice Facility, Springwater, Ontario, Canada",553248635740519504
553248621532865102,Point of Interest,,,Splash Canyon,"Splash Canyon, Springwater, Ontario, Canada",553248635740519504
553248621562268641,Point of Interest,,,Minesing Wetlands Conservation Area,"Minesing Wetlands Conservation Area, Springwater, Ontario, Canada",553248635740519504
181888,City,,,Merrickville,"Merrickville, Merrickville-Wolford, Ontario, Canada",553248635740519655
3000430362,City,,,Jasper,"Jasper, Ontario, Canada",553248635740519655
6047520,City,,,Eganville,"Eganville, Ontario, Canada",553248635740519678
6288875,City,,,Gilmour,"Gilmour, Ontario, Canada",553248635740519685
6138994,City,,,Chesley,"Chesley, Ontario, Canada",553248635740519765
6336294,City,,,Tara,"Tara, Arran-Elderslie, Ontario, Canada",553248635740519765
3000401745,City,,,Paisley,"Paisley, Ontario, Canada",553248635740519765
6294991,Point of Interest,,golf,Juniper Fairways,"Juniper Fairways, Montague, Ontario, Canada",553248635740519793
181899,City,,,Port Elgin,"Port Elgin, Saugeen Shores, Ontario, Canada",553248635740519810
181905,City,,,Southampton,"Southampton, Saugeen Shores, Ontario, Canada",553248635740519810
6267426,Point of Interest,,tree,MacGregor Point Provincial Park,"MacGregor Point Provincial Park, Saugeen Shores, Ontario, Canada",553248635740519810
6267436,Point of Interest,,golf,Piper's Glen Golf Club,"Piper's Glen Golf Club, Saugeen Shores, Ontario, Canada",553248635740519810
6267440,Point of Interest,,sunglass,Port Elgin Beach,"Port Elgin Beach, Saugeen Shores, Ontario, Canada",553248635740519810
6273913,Point of Interest,,golf,Saugeen Golf Club,"Saugeen Golf Club, Saugeen Shores, Ontario, Canada",553248635740519810
553248621533087770,Point of Interest,,,Chantry Island,"Chantry Island, Saugeen Shores, Ontario, Canada",553248635740519810
553248621554117989,Point of Interest,,,Holiday Golf Club,"Holiday Golf Club, Saugeen Shores, Ontario, Canada",553248635740519810
6292102,City,,,Shannonville,"Shannonville, Ontario, Canada",553248635740519886
3000473888,City,,,Port Elmsley,"Port Elmsley, Drummond-North Elmsley, Ontario, Canada",553248635740519914
553248634253730782,Point of Interest,,,Temple’s Sugar Bush,"Temple’s Sugar Bush, Drummond-North Elmsley, Ontario, Canada",553248635740519914
6292108,City,,,Williamstown,"Williamstown, South Glengarry, Ontario, Canada",553248635740519933
6296940,City,,,Lancaster,"Lancaster, South Glengarry, Ontario, Canada",553248635740519933
3000448450,City,,,Summerstown,"Summerstown, South Glengarry, Canada",553248635740519933
6292110,Point of Interest,,historic,St. Raphael's Ruins,"St. Raphael's Ruins, South Glengarry, Ontario, Canada",553248635740519933
553248621532865504,Point of Interest,,,Glengarry Fine Cheese,"Glengarry Fine Cheese, South Glengarry, Ontario, Canada",553248635740519933
6336304,City,,,Wingham,"Wingham, Ontario, Canada",553248635740519980
3000465435,City,,,Fullarton,"Fullarton, West Perth, Ontario, Canada",553248635740519994
3000471744,City,,,Mitchell,"Mitchell, West Perth, Ontario, Canada",553248635740519994
58691,City,,,MacTier,"MacTier, Ontario, Canada",553248635740520032
181880,City,,,Honey Harbour,"Honey Harbour, Georgian Bay, Ontario, Canada",553248635740520032
6344697,City,,,Starr Island,"Starr Island, Georgian Bay, Ontario, Canada",553248635740520032
3000426370,City,,,Big Chute,"Big Chute, Ontario, Canada",553248635740520032
6089433,Point of Interest,,tree,Georgian Bay Islands National Park,"Georgian Bay Islands National Park, Georgian Bay, Ontario, Canada",553248635740520032
6292404,Point of Interest,,tree,Six Mile Lake Provincial Park,"Six Mile Lake Provincial Park, Georgian Bay, Ontario, Canada",553248635740520032
3000403747,City,,,Douglas,"Douglas, Admaston/Bromley, Ontario, Canada",553248635740520075
3000441271,City,,,Drayton,"Drayton, Mapleton, Ontario, Canada",553248635740520222
6188851,City,,,Walkerton,"Walkerton, Brockton, Ontario, Canada",553248635740520273
6354154,City,,,Chepstow,"Chepstow, Brockton, Ontario, Canada",553248635740520273
181907,City,,,Saint Jacobs,"Saint Jacobs, Township of Woolwich, Ontario, Canada",553248635740520313
6289617,City,,,Maryhill,"Maryhill, Township of Woolwich, Ontario, Canada",553248635740520313
6290949,City,,,West Montrose,"West Montrose, Township of Woolwich, Ontario, Canada",553248635740520313
6341315,City,,,Conestogo,"Conestogo, Township of Woolwich, Ontario, Canada",553248635740520313
3000471402,City,,,Elmira,"Elmira, Township of Woolwich, Ontario, Canada",553248635740520313
3000475984,City,,,Heidelberg,"Heidelberg, Ontario, Canada",553248635740520313
553248635921598821,City,,,Breslau,"Breslau, Township of Woolwich, Ontario, Canada",553248635740520313
6291085,Point of Interest,,golf,Max's Golf Centre,"Max's Golf Centre, Township of Woolwich, Ontario, Canada",553248635740520313
6291219,Point of Interest,,theater,St. Jacobs Country Playhouse,"St. Jacobs Country Playhouse, Township of Woolwich, Ontario, Canada",553248635740520313
181865,City,,,Barry's Bay,"Barry's Bay, Madawaska Valley, Ontario, Canada",553248635740520899
6291348,Point of Interest,,museums,St. Jacobs Market District Visitor Information Centre,"St. Jacobs Market District Visitor Information Centre, Ontario, Canada",553248635740520313
6301878,Point of Interest,,shopping,St. Jacobs Outlets,"St. Jacobs Outlets, Ontario, Canada",553248635740520313
553248621533087369,Point of Interest,,,St Jacob's Country Playhouse,"St Jacob's Country Playhouse, Township of Woolwich, Ontario, Canada",553248635740520313
553248621533087370,Point of Interest,,,The Mennonite Story,"The Mennonite Story, Township of Woolwich, Ontario, Canada",553248635740520313
553248621533087371,Point of Interest,,,Maple Syrup Museum of Ontario,"Maple Syrup Museum of Ontario, Township of Woolwich, Ontario, Canada",553248635740520313
553248621533087372,Point of Interest,,,St Jacobs Farmers Market,"St Jacobs Farmers Market, Township of Woolwich, Ontario, Canada",553248635740520313
553248621562268118,Point of Interest,,,St. Jacobs Farmers' Market,"St. Jacobs Farmers' Market, Township of Woolwich, Ontario, Canada",553248635740520313
6126800,City,,,New Hamburg,"New Hamburg, Township of Wilmot, Ontario, Canada",553248635740520403
3000424105,City,,,New Dundee,"New Dundee, Township of Wilmot, Ontario, Canada",553248635740520403
3000430020,City,,,Baden,"Baden, Township of Wilmot, Ontario, Canada",553248635740520403
3000476006,City,,,Petersburg,"Petersburg, Township of Wilmot, Ontario, Canada",553248635740520403
6291330,Point of Interest,,icecream,Lyndon Public Fishing,"Lyndon Public Fishing, Township of Wilmot, Ontario, Canada",553248635740520403
6319286,Point of Interest,,golf,Foxwood Country Club,"Foxwood Country Club, Township of Wilmot, Ontario, Canada",553248635740520403
6296928,City,,,Bigwood,"Bigwood, French River, Ontario, Canada",553248635740520467
6345939,City,,,Alban,"Alban, French River, Ontario, Canada",553248635740520467
6345941,City,,,Noelville,"Noelville, Ontario, Canada",553248635740520467
6263392,City,,,Mountain Grove,"Mountain Grove, Central Frontenac, Ontario, Canada",553248635740520600
6263397,City,,,Sharbot Lake,"Sharbot Lake, Central Frontenac, Ontario, Canada",553248635740520600
6346419,City,,,Arden,"Arden, Central Frontenac, Ontario, Canada",553248635740520600
6346465,City,,,Parham,"Parham, Central Frontenac, Ontario, Canada",553248635740520600
3000376180,City,,,Clarendon Station,"Clarendon Station, Central Frontenac, Ontario, Canada",553248635740520600
3000403744,City,,,Godfrey,"Godfrey, Central Frontenac, Ontario, Canada",553248635740520600
181893,City,,,Odessa,"Odessa, Loyalist, Ontario, Canada",553248635740520649
3000387906,City,,,Bath,"Bath, Loyalist, Ontario, Canada",553248635740520649
553248621562269552,Point of Interest,,,33 Vines Winery,"33 Vines Winery, Loyalist, Ontario, Canada",553248635740520649
6344696,City,,,Winchester,"Winchester, North Dundas, Ontario, Canada",553248635740520768
3000434217,City,,,Chesterville,"Chesterville, North Dundas, Ontario, Canada",553248635740520768
3000458127,City,,,South Mountain,"South Mountain, North Dundas, Ontario, Canada",553248635740520768
553248621532865977,Point of Interest,,,Domaine du Cervin,"Domaine du Cervin, North Dundas, Ontario, Canada",553248635740520768
8058,City,,,Exeter,"Exeter, South Huron, Ontario, Canada",553248635740520787
181878,City,,,Grand Bend,"Grand Bend, Ontario, Canada",553248635740520787
553248621562268112,Point of Interest,,,Ironwood Golf Club,"Ironwood Golf Club, South Huron, Ontario, Canada",553248635740520787
6089553,Point of Interest,,icecream,Storyland,"Storyland, Horton, Ontario, Canada",553248635740520814
6292402,Point of Interest,,golf,Renfrew Golf Club,"Renfrew Golf Club, Horton, Ontario, Canada",553248635740520814
3000380392,City,,,Morriston,"Morriston, Puslinch, Ontario, Canada",553248635740520845
6291370,Point of Interest,,golf,Victoria Park Golf Club East,"Victoria Park Golf Club East, Ontario, Canada",553248635740520845
10570,City,,,Manitowaning,"Manitowaning, Assiginack, Ontario, Canada",553248635740520864
3000396313,City,,,Combermere,"Combermere, Madawaska Valley, Ontario, Canada",553248635740520899
6294352,Point of Interest,,tree,Bell Bay Provincial Park,"Bell Bay Provincial Park, Madawaska Valley, Ontario, Canada",553248635740520899
553248621564822953,Point of Interest,,,Polish Kashub Heritage Museum,"Polish Kashub Heritage Museum, Ontario, Canada",553248635740520899
553248621592223768,Point of Interest,,,Bell Bay Provincial Park,"Bell Bay Provincial Park, Madawaska Valley, Ontario, Canada",553248635740520899
553248621593537207,Point of Interest,,,Crooked Slide Park,"Crooked Slide Park, Madawaska Valley, Ontario, Canada",553248635740520899
6192678,City,,,Limoges,"Limoges, Ontario, Canada",553248635740520951
553248621580782396,Point of Interest,,,Casselview Golf and Country Club,"Casselview Golf and Country Club, The Nation, Ontario, Canada",553248635740520951
6024014,City,,,King City,"King City, King, Ontario, Canada",553248635740520982
6151415,City,,,Nobleton,"Nobleton, King, Ontario, Canada",553248635740520982
6151417,City,,,Schomberg,"Schomberg, King, Ontario, Canada",553248635740520982
553248621562268480,Point of Interest,,,Thornton Bales Conservation Area,"Thornton Bales Conservation Area, King, Ontario, Canada",553248635740520982
6288927,City,,,Marysville,"Marysville, Ontario, Canada",553248635740521081
6294579,Point of Interest,,golf,Rock and Roll Golf,"Rock and Roll Golf, Tyendinaga, Ontario, Canada",553248635740521081
6359997,City,,,Hensall,"Hensall, Ontario, Canada",553248635740521123
3000464372,City,,,Seaforth,"Seaforth, Huron East, Ontario, Canada",553248635740521123
3000479962,City,,,Walton,"Walton, Ontario, Canada",553248635740521123
6336298,City,,,Mount Forest,"Mount Forest, Ontario, Canada",553248635740521165
3000469681,City,,,Arthur,"Arthur, Wellington North, Ontario, Canada",553248635740521165
6295135,Point of Interest,,tree,Chutes Provincial Park,"Chutes Provincial Park, Sables-Spanish Rivers, Ontario, Canada",553248635740521226
6336056,Point of Interest,,tree,La Cloche Provincial Park,"La Cloche Provincial Park, Massey, Ontario, Canada",553248635740521226
553248621551367317,Point of Interest,,,Massey Area Museum,"Massey Area Museum, Ontario, Canada",553248635740521226
6135810,City,,,Maynooth,"Maynooth, Hastings Highlands, Ontario, Canada",553248635740521257
6296829,City,,,Lake St. Peter,"Lake St. Peter, Hastings Highlands, Ontario, Canada",553248635740521257
553248622007271045,Point of Interest,,,Mink Creek Falls,"Mink Creek Falls, Hastings Highlands, Ontario, Canada",553248635740521257
6342713,City,,,Pointe au Baril,"Pointe au Baril, The Archipelago, Ontario, Canada",553248635740521315
6292396,Point of Interest,,tree,Massasauga Provincial Park,"Massasauga Provincial Park, Parry Sound, Ontario, Canada",553248635740521315
6294474,Point of Interest,,tree,Round Lake Provincial Nature Reserve,"Round Lake Provincial Nature Reserve, Parry Sound, Ontario, Canada",553248635740521315
553248621563693774,Point of Interest,,,Sturgeon Bay Provincial Park,"Sturgeon Bay Provincial Park, The Archipelago, Ontario, Canada",553248635740521315
6288947,City,,,Norwood,"Norwood, Asphodel-Norwood, Ontario, Canada",553248635740521334
6352563,City,,,Bethany,"Bethany, Ontario, Canada",553248635740521954
6290753,Point of Interest,,icecream,Indian River Reptile Zoo,"Indian River Reptile Zoo, Ontario, Canada",553248635740521334
553248621532865432,Point of Interest,,,Misery Bay Provincial Park,"Misery Bay Provincial Park, Gordon/Barrie Island, Ontario, Canada",553248635740521355
6336299,City,,,Port Albert,"Port Albert, Ashfield-Colborne-Wawanosh, Ontario, Canada",553248635740521374
3000398222,City,,,Dungannon,"Dungannon, Ashfield-Colborne-Wawanosh, Ontario, Canada",553248635740521374
553248621554117957,Point of Interest,,,Point Farms Provincial Park,"Point Farms Provincial Park, Ashfield-Colborne-Wawanosh, Ontario, Canada",553248635740521374
553248621554117965,Point of Interest,,,Sky Harbour Gallery,"Sky Harbour Gallery, Ashfield-Colborne-Wawanosh, Ontario, Canada",553248635740521374
6352554,City,,,Cordova Mines,"Cordova Mines, Ontario, Canada",553248635740521515
3000393644,City,,,Havelock,"Havelock, Havelock-Belmont-Methuen, Ontario, Canada",553248635740521515
3000454941,City,,,Hardwood Lake,"Hardwood Lake, Brudenell, Lyndoch and Raglan, Ontario, Canada",553248635740521626
6336295,City,,,Kemble,"Kemble, Georgian Bluffs, Ontario, Canada",553248635740521633
3000401743,City,,,Hepworth,"Hepworth, Ontario, Canada",553248635740521633
3000412521,City,,,Keady,"Keady, Georgian Bluffs, Ontario, Canada",553248635740521633
3000412522,City,,,Shallow Lake,"Shallow Lake, Georgian Bluffs, Ontario, Canada",553248635740521633
6139442,Point of Interest,,tree,Inglis Falls,"Inglis Falls, Georgian Bluffs, Ontario, Canada",553248635740521633
553248621554117978,Point of Interest,,,Grey Roots Museum & Archives,"Grey Roots Museum & Archives, Georgian Bluffs, Ontario, Canada",553248635740521633
553248621554117984,Point of Interest,,,Legacy Ridge Golf Club,"Legacy Ridge Golf Club, Georgian Bluffs, Ontario, Canada",553248635740521633
553248621558091748,Point of Interest,,,Indian Falls Conservation Area,"Indian Falls Conservation Area, Georgian Bluffs, Ontario, Canada",553248635740521633
553248621558095750,Point of Interest,,,Jones Falls,"Jones Falls, Georgian Bluffs, Ontario, Canada",553248635740521633
553248621562268431,Point of Interest,,,Keppel Croft Gardens,"Keppel Croft Gardens, Georgian Bluffs, Ontario, Canada",553248635740521633
181872,City,,,Elora,"Elora, Centre Wellington, Ontario, Canada",553248635740521696
6289573,City,,,Belwood,"Belwood, Centre Wellington, Ontario, Canada",553248635740521696
6289591,City,,,Fergus,"Fergus, Centre Wellington, Ontario, Canada",553248635740521696
6291388,Point of Interest,,museums,Wellington County Museum and Archives,"Wellington County Museum and Archives, Centre Wellington, Ontario, Canada",553248635740521696
3000436499,City,,,Virginiatown,"Virginiatown, McGarry, Ontario, Canada",553248635740521704
3000481141,City,,,Rosemont,"Rosemont, Ontario, Canada",553248635740521765
6258576,Point of Interest,,tree,Earl Rowe Provincial Park,"Earl Rowe Provincial Park, Adjala-Tosorontio, Ontario, Canada",553248635740521765
6291981,Point of Interest,,museums,Champlain Trail Museum and Pioneer Village,"Champlain Trail Museum and Pioneer Village, Laurentian Valley, Ontario, Canada",553248635740521778
6289665,City,,,Tavistock,"Tavistock, Ontario, Canada",553248635740521941
3000442832,City,,,Innerkip,"Innerkip, Ontario, Canada",553248635740521941
553248621554118025,Point of Interest,,,Birtch Farms and Estate Winery,"Birtch Farms and Estate Winery, Township of East Zorra-Tavistock, Ontario, Canada",553248635740521941
6288601,City,,,Bailieboro,"Bailieboro, Ontario, Canada",553248635740521954
6346733,City,,,Millbrook,"Millbrook, Cavan-Monaghan, Ontario, Canada",553248635740521954
